skill_uri,preferred_label,alternative_labels,description,skill_type,reuse_level,broader_skill_uris,broader_skill_labels,status
http://data.europa.eu/esco/skill/b1b118c4-3291-484e-b64d-6d51fd5da8b3,environmental engineering,environmental remediation | environmental sustainability | environmental engineering theories | principles in environmental engineering | theories in environmental engineering | environmental engineering principles | sustainability | environmental science | environmental protection,"The application of scientific and engineering theories and principles aimed at improving the environment and sustainability, such as the provision of clean habitation necessities (such as air, water, and land) for humans and other organisms, for environmental remediation in the event of pollution, sustainable energy development, and improved waste management and waste reduction methods.",knowledge,cross-sector skills and competences,,,released
http://data.europa.eu/esco/skill/a7671dcb-40fa-40fc-a278-c6d068ee13e9,thermal materials,kinds of thermally conductive materials | materials that are thermal | materials that are thermally conductive | kinds of thermal materials | thermally conductive materials | types of thermal materials | types of thermally conductive materials | typology of thermally conductive materials | typology of thermal materials,Field of information which distinguishes different kinds of thermally conductive and interface materials such as thermal modules used in electronic instrumentation and several energy applications. Their intention is to dissipate heat.,knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/5c12f164-3feb-41cf-8ede-2e02a7faf12a,assembling processes and techniques for california footwear construction,processes and techniques for california footwear construction | california footwear construction techniques | assembling techniques for california footwear construction | california footwear construction techniques and processes | california footwear construction | assembling processes and techniques for California footwear construction | techniques for california footwear construction,"Technology, equipment, machines and tools for assembling california footwear construction type.",knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/e9e57db9-a6ef-4e44-a33c-a022d7c4a17f,environmental indoor quality,ieq | eiq | indoor environmental quality,The consequences on indoor environmental quality of every choice made in the design process.,knowledge,sector specific skills and competences,http://data.europa.eu/esco/skill/75f312e1-622b-4751-8d93-815b32feaf8d,pollution prevention,released
http://data.europa.eu/esco/skill/3b73a161-be59-4079-815e-b4879f9b20b5,gas consumption,gas conservation | consuming of gas | gas consumption | consuming gas | efficient gas use | conservation of gas | consumption of gas | efficient use of gas,"The factors which are involved in the calculation and estimation of gas consumption in a residence or facility, and methods which can reduce the consumption of gas, or make it more efficient.",knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/f5084a43-42c9-4bbb-b47c-b3029cf8381d,machine tools,machine accessories | machine equipment | machine tool | machinery tool | machine products,"The offered machine tools and products, their functionalities, properties and legal and regulatory requirements.",knowledge,sector specific skills and competences,http://data.europa.eu/esco/skill/d6d3fee7-47e2-47f4-a0ec-6c75f28c6abd,product comprehension,released
http://data.europa.eu/esco/skill/90d7dc07-3d66-4364-b6ff-c40a1fe1b849,switching devices,disconnecting switches | interrupter switches | electrical switching devices | devices for electrical switching | electrical circuit switches | switches in electrical circuits | circuit breakers,"Devices that are able to open and close electrical circuits, such as disconnecting switches, interrupter switches, and circuit breakers.",knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/2180bd8c-86de-4889-8165-adac902eee9d,embedded systems,embedded systems software architectures,"The computer systems and components with a specialised and autonomous function within a larger system or machine such as embedded systems software architectures, embedded peripherals, design principles and development tools.",knowledge,sector specific skills and competences,http://data.europa.eu/esco/skill/d0c6d77e-cb25-4770-bf77-2073fc5f7523,ICT infrastructure,released
http://data.europa.eu/esco/skill/624b124f-6d1d-4d50-b775-f7c81c4f0cb5,manage chemical processes inspection,chemical processes inspection managing | overseeing chemical processes inspection | oversee chemical processes inspection | chemical processes inspection overseeing | managing chemical processes inspection,"Manage the chemical in-process inspection, making sure the inspection results are documented, the inspection procedures are well written and the checklists are updated.",skill,cross-sector skills and competences,,,released
http://data.europa.eu/esco/skill/4eba4667-402e-4aea-a15d-c9fb82da60dd,combined heat and power generation,chp,"Technology that generates electricity and captures the heat that would otherwise be wasted to provide steam or hot water, that can be used for space heating, cooling, domestic hot water and industrial processes, thus contributing to energy performance.",knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/89d574b8-f0ea-4ae8-9008-f575e37e9f11,implement smart contracts,apply smart contracts,"Implement smart contracts for various applications, and in the most important smart contract frameworks such as Bitcoin and Ethereum, and in the most suitable programming languages such as Solidity, Rust, JavaScript, Vyper and Yul.",skill,cross-sector skills and competences,,,released
http://data.europa.eu/esco/skill/57869946-cec2-4121-981c-84c9846c58d0,electric current,electricity charge | electric voltage | electric charge | electricity voltage | electricity flow | electric flow | electric service | electricity service,"Flow of electric charge, carried by electrons or ions in a medium such as an electrolyte or a plasma.",knowledge,cross-sector skills and competences,,,released
http://data.europa.eu/esco/skill/24ccd586-3c38-4f60-ac70-8f984ca13449,tanning process,tanning operations | knowledge of tanning process | tanning technology,Operations performed from beamhouse to tanning processes and from post-tanning to finishing processes.,knowledge,occupation specific skills and competences,,,released
http://data.europa.eu/esco/skill/7b969ac9-f085-4afb-a480-c5210fb4da7d,milling machines,mill machine | mill machines | farming machines | powdering machines | pressing machines | granulating machines,Milling and mills and their operation in theory and practice.,knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/3d957fb2-b8f4-4b4c-b955-23299c761ad5,design web-based courses,,"Create web-based training and instruction courses using dynamic and static online tools to deliver learning outcomes to the audience of the course. Web tools used here can include streaming video and audio, live internet broadcasts, information portals, chatrooms and bulletin boards.",skill,cross-sector skills and competences,,,released
http://data.europa.eu/esco/skill/41daf4d3-33b8-4199-b814-e54964d277b6,properties of textile materials,textile material | textile types | properties of fabrics | properties of yarns | properties of textile fibres | structure and properties of fabrics | structure and properties of fibres | structure and properties of yarns | textile artefacts | physical and chemical properties of fabrics | textile materials,"The characteristics and properties of different textile and fabric materials. These include strength, flexibility, elasticity, softness, durability, heat insulation, low weight, water absorbency/repellence, dyeability and resistance to chemicals. 

Moreover, the influence of chemical composition and molecular arrangement of yarn and fibre properties and fabric structure on the physical properties of textile fabrics; the different fibre types; the materials used in different processes and the effect on materials as they are processed. ",knowledge,sector specific skills and competences,http://data.europa.eu/esco/skill/73b4cc3b-3827-4c54-ac54-d912e5cdae21 | http://data.europa.eu/esco/skill/c5c92f10-74d8-4178-a051-cce194fdc72b,fabric types | textile trends,released
http://data.europa.eu/esco/skill/46786464-6c5b-4970-9a63-2f2fb29b4c12,ferrous metal processing,production of pig iron | production of stainless steel | ferrous metal processing methods | processing of ferrous metal | processing ferrous metal | methods for processing ferrous metal | production of steel,"Various processing methods on iron and iron-containing alloys such as steel, stainless steel and pig iron.",knowledge,sector specific skills and competences,http://data.europa.eu/esco/skill/c01b4549-3bc2-4640-8ecb-ef335fc4445c,types of metal manufacturing processes,released
http://data.europa.eu/esco/skill/27fabb9a-3294-4ddb-9844-9214b77d9084,optomechanical devices,types of opto-mechanical devices | types of opto-mechanical device | opto-mechanical devices | kinds of opto-mechanical device | types of optomechanical device | types of optomechanical devices | typology of optomechanical device | opto-engineering devices | optical mounts | kinds of optomechanical device | optical tables | typology of opto-mechanical device | precision mirror mounts,"Devices which combine mechanical and optical properties, such as precision mirror mounts used in the construction of lasers, optical mounts used in the manufacture of cameras, and optical tables used for optics experiments and engineering.",knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/54804209-6aac-4ca4-bf3c-aef4fbe18f8c,principles of mechanical engineering,"fundamentals of mechanical engineering | mechanical engineering foundations | mechanical engineering fundamentals | physics, materials science, and mechanical engineering | machinery engineering | engineering in machinery | foundations of mechanical engineering | engineering in mechanical systems | mechanical engineering principles | materials science, physics, and mechanical engineering","The principles of mechanical engineering, physics, and materials science.",knowledge,cross-sector skills and competences,,,released
http://data.europa.eu/esco/skill/2d63745d-3c4c-4da1-ad77-985f68768be9,manufacturing of metal structures,building construction frameworks and skeletons | erecting construction frameworks and skeletons | constructing construction frameworks and skeletons | constructing metal structures | building metal structures | assembling construction frameworks and skeletons | erecting metal structures | assembling metal structures,The production of metal structures for construction.,knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/f3f29c39-4124-4a8c-a63c-878bfc487586,types of containers,container varieties | brands of containers | models of containers | container formats | brands of transportable crates | models of transportable crates,"The manufacturing process of different types of containers, such as boilers and pressure vessels, and what they are used for.",knowledge,cross-sector skills and competences,,,released
http://data.europa.eu/esco/skill/090b7d62-bd5b-48c8-a339-d33e7992a9ca,swaging machine types,forge metal alteration machine  categories | swaging machine varieties | swaging machine categories | forge metal alteration machine  varieties | forge metal alteration machine  formats | forge metal alteration machine  brands | swaging machine brands | swaging machine formats,"Types of machines used for swaging processes in forging, such as the tagging machine, the butt swaging machine, the creeping spindle swaging machine and others.",knowledge,occupation specific skills and competences,,,released
http://data.europa.eu/esco/skill/5f5a572c-bcd5-44ae-9ecf-b94915d80faf,kiln types,typology of kilns | characteristics of kilns | kiln typology | types of kiln | kiln characteristics | operation of kilns,"Kiln characteristics, operation and types such as periodic kilns, updraft kilns, downdraft kilns, sprung arch kilns, or catenary arch kilns.",knowledge,cross-sector skills and competences,,,released
http://data.europa.eu/esco/skill/2fea2558-630e-480d-9e12-47a05bc19b55,precision mechanics,discipline of fine mechanics | science of precision mechanics | fine mechanics | science of fine mechanics | precision mechanical engineering | discipline of precision mechanics,Precision or fine mechanics is a subdiscipline in engineering that focuses on the design and development of smaller precision machines.,knowledge,cross-sector skills and competences,,,released
http://data.europa.eu/esco/skill/90d04cf8-dcc1-45cf-93e1-a2eba80aed6f,hybrid vehicle architecture,hybrid buses | hydrogen vehicle | hybrid classification | hybrid vehicle | plug-in hybrid,"Hybrid vehicle nomenclature, classification and architectures including efficiency considerations. Pros and cons of series, parallel and power split solutions. It excludes the architecture and R&D in non plug-in hybrid vehicles.",knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/ae02ef0e-c72f-4778-b6e4-bbab3ee2ab8d,inspect casino floor,monitor casino gaming | monitor casino game floor | inspect casino floors,Monitor and inspect gaming activities on a casino floor.,skill,occupation specific skills and competences,http://data.europa.eu/esco/skill/ed025ebf-5154-4fb9-a2ec-5d259ee7aa1e | http://data.europa.eu/esco/skill/8e23e474-53c3-4ca2-bccd-13a1cb37edba,manage casino | manage casino facilities,released
http://data.europa.eu/esco/skill/9ad3c429-04d9-4ed5-acc2-9bdd345ee5ac,anodising specifications,electroplating stipulations | anodising conditions | electroplating specifications | anodising processes | electroplating conditions | anodising stipulations | electroplating processes,"The various specifications used in the anodising process, three of which are types of aluminium anodisation (chromic acid anodising, sulfric acid anodising and sulfric acid hardcoat anodising), but also non-aluminium based types such as phosphoric acid anodising, organic acid anodising, plasma electrolytic oxidation, and borate and tartrate baths.",knowledge,occupation specific skills and competences,http://data.europa.eu/esco/skill/ff9b7465-c37a-4d5d-83de-f2ef00bcb099,anodising process,released
http://data.europa.eu/esco/skill/39a25537-5057-4c0b-8141-32851e1cd886,manufacturing of wearing apparel,clothing production's processes | manufacturing processes for wearing apparel | manufacturing of garments | manufacturing of clothing | wearing apparel manufacturing | wearing apparel processes technologies and machinery,The  processes used to fabricate wearing apparel and the different technologies and machinery involved in the manufacturing processes.,knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/c6846331-2e11-45d6-ab8d-306c956332fc,footwear manufacturing technology,processes and techniques for footwear manufacturing | footwear production technology | footwear manufacturing processes and techniques | processes ad techniques for footwear production | technology for footwear manufacturing | technologies for footwear manufacturing | footwear manufacturing technologies | footwear production processes and techniques,"Footwear processes technology and machinery involved. The footwear manufacturing starts in the cutting/clicking room , cutting the uppers and bottom components. The upper components are joined together in the closing room by following a precise order of specific operations: skiving, folding, sewing etc. The closed upper, the insole and other bottom components are brought together in the assembling room, where the main operations are lasting and soling. The process ends with finishing operations in the finishing and packing room.",knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/bc28e22e-f1e1-4f60-a9a4-df26c38338dc,metal thermal conductivity,thermal conductivity of metal | metal conductivity | metal heat conductivity,The property of metals to conduct heat.,knowledge,cross-sector skills and competences,,,released
http://data.europa.eu/esco/skill/d9141d44-580b-4149-b471-f8ed23ae48a5,types of wood chippers,categories of wood chippers | varieties of wood chippers | sorts of wood chippers | type of wood chipper | kinds of wood chippers,Types of machines used for reducing wood (generally tree limbs or trunks) into smaller woodchips and properties of each.,knowledge,occupation specific skills and competences,,,released
http://data.europa.eu/esco/skill/67df159c-735e-4784-b75b-90859ea8a170,manufacture of small metal parts,manufacture of chain and springs | small metal parts manufacturing | small metal appliances and products manufacturing | manufacture of small metal parts | manufacture of wire products | production of small metal appliances and products | fabrication of small metal parts | manufacture of small metal appliances and products | production of small metal parts | fabrication of small metal appliances and products,"The manufacture of metal cable, plaited bands and other articles of that type, uninsulated or insulated cable not capable of being used as a conductor of electricity, coated or cored wire as well as barbed wire, wire fencing, grill, netting, cloth etc. Manufacture of coated electrodes for electric arc-welding, nails and pins, chain and springs (except watch springs),  as well as leaves for springs.",knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/6ceecfd6-3256-40f6-8924-7c68011fc240,compression moulding machine parts,ejector pin | compression parts of moulding machine | upper movable mold | upper movable mould | compression molding machine parts | compression molding  machine parts | lower fixed mould | lower fixed mold,"Parts of the machine that apply pressure on the usually preheated moudling material to force it into contact with the mould area such as the upper movable mould part, the lower fixed mould part and the ejector pin.",knowledge,occupation specific skills and competences,,,released
http://data.europa.eu/esco/skill/962c3758-7fc8-4ee1-95b2-73b5efcd4684,inland waterway ship building,building of inland waterway vessels | manufacture of inland waterway ships | fabrication of inland waterway ships | inland waterway vessel building | inland waterway ship construction | inland waterway vessel manufacture | construction of inland waterway vessels | fabrication of inland waterway vessels | building of inland waterway ships | manufacture of inland waterway vessels | inland waterway ship building | inland waterway ship manufacture | construction of inland waterway ships,The various methods for constructing inland waterway vessels in compliance with construction legislation concerning buildings.,knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/e3b4b533-cc4d-4c70-adb6-128120f40c88,handling of dangerous goods,handling of dangerous materials | hazardous goods handling | procedures for safely handling hazardous goods | dangerous material handling | procedures for handling hazardous materials | procedures for safely handling dangerous materials | dangerous goods handling | handling of hazardous materials | procedures for handling hazardous goods | handling of hazardous goods | procedures for safely handling dangerous goods,"The handling procedures for a variety of potentially dangerous materials, such as explosives, flammable or toxic gases, flammable solids/liquids, infectious substances, radioactive substances, etc.",knowledge,cross-sector skills and competences,,,released
http://data.europa.eu/esco/skill/09cb71d5-08e2-4d71-b05e-a5310c4b118a,solid phase microextraction,SPME | solid phase microextraction technique | solid phase microextraction procedure,"Solvent-free sample extraction technique to concentrate and isolate analytes from a sample matrix. It uses a volume of sorbent dispersed on small fibre surfaces, following two different steps, an adsorption of solute and a transfer of adsorbed analytes by liquid or thermal desorption.",knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328,propose ICT solutions to business problems,propose technical solutions to business problems,"Suggest how to solve business issues, using ICT means, so that business processes are improved.",skill,cross-sector skills and competences,http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041 | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800 | http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a,create solutions to problems | develop strategy to solve problems | solve technical problems,released
http://data.europa.eu/esco/skill/d8da9676-0e89-401b-bd0b-343da44208f7,types of perforating machines,kinds of perforating machines | sorts of perforating machines | type of perforating machine | categories of perforating machines | varieties of perforating machines,"The different kinds of perforating machines, such as crown perforators, punching machines, and sweatband perforators.",knowledge,occupation specific skills and competences,,,released
http://data.europa.eu/esco/skill/ebd90bfe-ab0f-4155-a77c-3de9267b27a1,metal smoothing technologies,metal smoothing techniques | metal smoothing operations | metal  polishing and buffing operations | metal  polishing and buffing techniques | metal  polishing and buffing approaches | metal smoothing approaches,"The various technologies used for the smoothening, polishing and buffing of fabricated metal workpieces.",knowledge,cross-sector skills and competences,,,released
http://data.europa.eu/esco/skill/ea4a7e5e-923d-4a15-ad55-362a3ff41641,check dining room cleanliness,inspect cleanliness in eating areas | check cleanliness in dining room | verify cleanliness and sanitation in the dining hall | check dining room for cleanliness,"Control dining areas including their floor and wall surfaces, tables and serving stations and ensure appropriate cleanliness.",skill,sector specific skills and competences,http://data.europa.eu/esco/skill/45f3857b-072f-4c4d-821f-c577e7483b3d,assess cleanliness of areas,released
http://data.europa.eu/esco/skill/e3bcd26a-d16d-4f60-ae65-d41364931551,continuum mechanics,basics of continuum mechanics,The study of the behaviour of materials disregarding their specific nature. It aims to create mathematical models to predict this behaviour particularly in relation to material deformation and motion.,knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/533b3f0b-c8f8-4668-95ef-69011bb081d7,dressmaking,tailoring | sewing,The craft of sewing clothes and dresses by following a pattern. This includes the assembly of cutout clothing parts.,knowledge,cross-sector skills and competences,,,released
http://data.europa.eu/esco/skill/5193fd78-f343-4bdc-9698-2330f45bff41,airport lighting equipment,types of lighting used in airports | variety of airport lighting systems | airport lighting devices | airport lighting apparatus | different systems of airport lighting | variety of lighting systems used in airports | systems of airport lighting | lighting systems used in airports | lighting devices in airports | lighting apparatus in airports | lighting equipment in airports,"The various types of lighting systems and airport lighting equipment e.g. low-intensity runway light (LIRL) systems, medium-intensity runway light (MIRL) and high-intensity runway light (HIRL).",knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/fcc64184-33d5-4e4a-8d28-0993d5685c39,packaging processes,packaging operations | packaging processing | packaging production | packaging development | package processes | packaging design | packaging process,"Processes for the design and development of packaging, including decorating and printing processes and packaging machinery and line operations.",knowledge,cross-sector skills and competences,,,released
http://data.europa.eu/esco/skill/7077b2af-9169-4499-bccb-1b4f96364163,metalworking,working metal | working of metal | metal manufacturing | metal production | metal assembling | metal working,"The process of working with metals to create individual parts, assemblies, or large-scale structures.",knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/88033500-d3a7-4a94-ba88-0f1680b9d017,surface-mount technology,types of surface-mount technology | electronic components mounted on PCB surface | kinds of surface-mount technology | types of SMT | electronic components mounted on printed circuit board surface | typology of SMT | SMT | surface mounting of electronic components | typology of surface-mount technology | kinds of SMT,"Surface-mount technology or SMT is a method where the electronic components are placed on the surface of the printed circuit board. SMT components attached in this way are usually sensitive, small components such as resistors, transistors, diodes, and integrated circuits.",knowledge,sector specific skills and competences,,,released
